USID,cluster_algo,cluster_number
8369000272,KMeans,3
8369000273,KMeans,3
8369000274,KMeans,3
8369000275,KMeans,3
8369000276,KMeans,3
8369000277,KMeans,3
8369000278,KMeans,3
8369000279,KMeans,3
8369000280,KMeans,3
8369000281,KMeans,3
8370000014,KMeans,3
8370001045,KMeans,3
8371000341,KMeans,3
8371000351,KMeans,3
8371000352,KMeans,3
8371000371,KMeans,3
8371000391,KMeans,3
8371000431,KMeans,3
8371000471,KMeans,3
8371000473,KMeans,3
8371000783,KMeans,3
8371000784,KMeans,3
8371000785,KMeans,3
8371000930,KMeans,3
8373000001,KMeans,3
8388000178,KMeans,3
8392000011,KMeans,3
8392000267,KMeans,3
8392000268,KMeans,3
8447000001,KMeans,3
8447000021,KMeans,3
8447000023,KMeans,3
8447000033,KMeans,3
8447000034,KMeans,3
8447000036,KMeans,3
8447000063,KMeans,3
8447000593,KMeans,3
8447000596,KMeans,3
8447000597,KMeans,3
8447000598,KMeans,3
8447000599,KMeans,3
8447000600,KMeans,3
8447000601,KMeans,3
8447000604,KMeans,3
8447000725,KMeans,3
8447000738,KMeans,3
8447000741,KMeans,3
8447000758,KMeans,3
8463000032,KMeans,3
8463000034,KMeans,3
8463000035,KMeans,3
8463000036,KMeans,3
8463000037,KMeans,3
8463000038,KMeans,3
8463000039,KMeans,3
8463000041,KMeans,3
8463000042,KMeans,3
8463000043,KMeans,3
8463000046,KMeans,3
8463000051,KMeans,3
8463000986,KMeans,3
8464000336,KMeans,3
8464000337,KMeans,3
8464000338,KMeans,3
8467000011,KMeans,3
8467000012,KMeans,3
8467000014,KMeans,3
8467000017,KMeans,3
8468000206,KMeans,3
8499000001,KMeans,3
8499000002,KMeans,3
8499000003,KMeans,3
8541000587,KMeans,3
8541000589,KMeans,3
8113000071,KMeans,4
8113000290,KMeans,4
8114000130,KMeans,4
8114000133,KMeans,4
8114000138,KMeans,4
8114000166,KMeans,4
8114000168,KMeans,4
8114000170,KMeans,4
8114000179,KMeans,4
8114000180,KMeans,4
8114000189,KMeans,4
8114000198,KMeans,4
8114000199,KMeans,4
8114000201,KMeans,4
8114000210,KMeans,4
8114000211,KMeans,4
8114000212,KMeans,4
8114000213,KMeans,4
8114000214,KMeans,4
8114000215,KMeans,4
8114000216,KMeans,4
8114000217,KMeans,4
8114000219,KMeans,4
8114000223,KMeans,4
8114000226,KMeans,4
8114000227,KMeans,4
8114000230,KMeans,4
8114000232,KMeans,4
8114000234,KMeans,4
8114000236,KMeans,4
8114000243,KMeans,4
8114000246,KMeans,4
8114000249,KMeans,4
8114000257,KMeans,4
8114000268,KMeans,4
8114000275,KMeans,4
8114000276,KMeans,4
8114000281,KMeans,4
8114000282,KMeans,4
8114000286,KMeans,4
8114000293,KMeans,4
8218000292,KMeans,4
8218000293,KMeans,4
8221000056,KMeans,4
8223000016,KMeans,4
8223000017,KMeans,4
8223000018,KMeans,4
8259001855,KMeans,4
8259001856,KMeans,4
8259001858,KMeans,4
8268000396,KMeans,4
8268000397,KMeans,4
8268000398,KMeans,4
8268000399,KMeans,4
8268000400,KMeans,4
8268000401,KMeans,4
8268000461,KMeans,4
8268000463,KMeans,4
8268000464,KMeans,4
8268000465,KMeans,4
8268000466,KMeans,4
8268000467,KMeans,4
8268000469,KMeans,4
8268000470,KMeans,4
8268000471,KMeans,4
8268000472,KMeans,4
8268000473,KMeans,4
8268000474,KMeans,4
8268000475,KMeans,4
8268000476,KMeans,4
8268000477,KMeans,4
8268000479,KMeans,4
8268000480,KMeans,4
8268000481,KMeans,4
8268000482,KMeans,4
8268000483,KMeans,4
8268000484,KMeans,4
8268000485,KMeans,4
8268000486,KMeans,4
8268000487,KMeans,4
8268000488,KMeans,4
8268000489,KMeans,4
8268000490,KMeans,4
8344000030,KMeans,4
8344000031,KMeans,4
8344000032,KMeans,4
8344000033,KMeans,4
8344000035,KMeans,4
8344000036,KMeans,4
8344000037,KMeans,4
8344000041,KMeans,4
8344000049,KMeans,4
8344000051,KMeans,4
8344000052,KMeans,4
8344000053,KMeans,4
8344000054,KMeans,4
8344000056,KMeans,4
8344000057,KMeans,4
8344000058,KMeans,4
8344000059,KMeans,4
8344000060,KMeans,4
8344000061,KMeans,4
8344000062,KMeans,4
8344000064,KMeans,4
8344000067,KMeans,4
8344000068,KMeans,4
8344000570,KMeans,4
8344000577,KMeans,4
8344000578,KMeans,4
8344000580,KMeans,4
8344000600,KMeans,4
8344000622,KMeans,4
8344000623,KMeans,4
8344000624,KMeans,4
8344000625,KMeans,4
8344000626,KMeans,4
8344000642,KMeans,4
8344000656,KMeans,4
8344000666,KMeans,4
8344000673,KMeans,4
8344000689,KMeans,4
8344000704,KMeans,4
8344000709,KMeans,4
8344000713,KMeans,4
8344000715,KMeans,4
8344000716,KMeans,4
8344000725,KMeans,4
8344000726,KMeans,4
8344000727,KMeans,4
8344000729,KMeans,4
8344000731,KMeans,4
8344000743,KMeans,4
8344000747,KMeans,4
8344000749,KMeans,4
8344000750,KMeans,4
8344000752,KMeans,4
8344000753,KMeans,4
8344000754,KMeans,4
8344000755,KMeans,4
8344000756,KMeans,4
8344000757,KMeans,4
8344000758,KMeans,4
8344000759,KMeans,4
8344000760,KMeans,4
8344000761,KMeans,4
8344000762,KMeans,4
8344000763,KMeans,4
8344000764,KMeans,4
8344000765,KMeans,4
8344000766,KMeans,4
8344000767,KMeans,4
8344000774,KMeans,4
8344000777,KMeans,4
8344000778,KMeans,4
8344000779,KMeans,4
8344000780,KMeans,4
8344000781,KMeans,4
8344000782,KMeans,4
8344000783,KMeans,4
8344000784,KMeans,4
8344000785,KMeans,4
8344000786,KMeans,4
8344000787,KMeans,4
8344000788,KMeans,4
8344000796,KMeans,4
8344000797,KMeans,4
8344000798,KMeans,4
8344000799,KMeans,4
8344000800,KMeans,4
8344000801,KMeans,4
8344000802,KMeans,4
8344000805,KMeans,4
8344000813,KMeans,4
8344000815,KMeans,4
8344000816,KMeans,4
8344000817,KMeans,4
8344000818,KMeans,4
8344000819,KMeans,4
8344000820,KMeans,4
8344000821,KMeans,4
8344000822,KMeans,4
8344000823,KMeans,4
8344000824,KMeans,4
8344000826,KMeans,4
8344000827,KMeans,4
8344000828,KMeans,4
8344000829,KMeans,4
8344000830,KMeans,4
8344000831,KMeans,4
8344000832,KMeans,4
8344000833,KMeans,4
8344000834,KMeans,4
8344000835,KMeans,4
8344000836,KMeans,4
8344000837,KMeans,4
8344000843,KMeans,4
8344000844,KMeans,4
8344000845,KMeans,4
8344000846,KMeans,4
8344000847,KMeans,4
8344000848,KMeans,4
8344000849,KMeans,4
8344000850,KMeans,4
8344000851,KMeans,4
8344000852,KMeans,4
8344000853,KMeans,4
8344000854,KMeans,4
8344000855,KMeans,4
8344000856,KMeans,4
8344000857,KMeans,4
8346000009,KMeans,4
8350000081,KMeans,4
8350000082,KMeans,4
8350000083,KMeans,4
8350000084,KMeans,4
8350000085,KMeans,4
8350000086,KMeans,4
8350000087,KMeans,4
8350000088,KMeans,4
8350000089,KMeans,4
8350000090,KMeans,4
8357000723,KMeans,4
8357000729,KMeans,4
8357000737,KMeans,4
8357000738,KMeans,4
8357000739,KMeans,4
8357000740,KMeans,4
8357000741,KMeans,4
8357000742,KMeans,4
8357000744,KMeans,4
8357000745,KMeans,4
8357000746,KMeans,4
8357000747,KMeans,4
8357000748,KMeans,4
8357000749,KMeans,4
8357000750,KMeans,4
8357000751,KMeans,4
8357000752,KMeans,4
8357000753,KMeans,4
8357000754,KMeans,4
8357000755,KMeans,4
8357000756,KMeans,4
8357000757,KMeans,4
8357000758,KMeans,4
8357000759,KMeans,4
8357000760,KMeans,4
8357000761,KMeans,4
8357000763,KMeans,4
8357000764,KMeans,4
8357000765,KMeans,4
8357000766,KMeans,4
8357000767,KMeans,4
8357000768,KMeans,4
8357000769,KMeans,4
8357000770,KMeans,4
8357000771,KMeans,4
8357000772,KMeans,4
8357000773,KMeans,4
8357000774,KMeans,4
8357000775,KMeans,4
8357000776,KMeans,4
8357000777,KMeans,4
8357000778,KMeans,4
8357000779,KMeans,4
8357000780,KMeans,4
8357000781,KMeans,4
8357000782,KMeans,4
8357000783,KMeans,4
8357000784,KMeans,4
8357000785,KMeans,4
8357000787,KMeans,4
8357000788,KMeans,4
8357000789,KMeans,4
8357000790,KMeans,4
8357000792,KMeans,4
8357000793,KMeans,4
8357000794,KMeans,4
8357000795,KMeans,4
8357000796,KMeans,4
8357000797,KMeans,4
8357000798,KMeans,4
8357000799,KMeans,4
8357000800,KMeans,4
8357000801,KMeans,4
8357000802,KMeans,4
8357000804,KMeans,4
8357000805,KMeans,4
8357000806,KMeans,4
8357000807,KMeans,4
8357000808,KMeans,4
8357000809,KMeans,4
8357000810,KMeans,4
8357000811,KMeans,4
8357000812,KMeans,4
8357000814,KMeans,4
8357000815,KMeans,4
8357000817,KMeans,4
8357000818,KMeans,4
8357000819,KMeans,4
8357000820,KMeans,4
8357000821,KMeans,4
8357000822,KMeans,4
8357000823,KMeans,4
8357000824,KMeans,4
8357000826,KMeans,4
8357000827,KMeans,4
8357000828,KMeans,4
8357000829,KMeans,4
8357000830,KMeans,4
8357000831,KMeans,4
8357000832,KMeans,4
8357000833,KMeans,4
8357000834,KMeans,4
8357000835,KMeans,4
8357000836,KMeans,4
8357000837,KMeans,4
8357000838,KMeans,4
8357000839,KMeans,4
8357000840,KMeans,4
8357000841,KMeans,4
8357000842,KMeans,4
8357000843,KMeans,4
8357000844,KMeans,4
8357000845,KMeans,4
8357000846,KMeans,4
8357000847,KMeans,4
8357000848,KMeans,4
8357000849,KMeans,4
8357000850,KMeans,4
8357000851,KMeans,4
8357000852,KMeans,4
8357000853,KMeans,4
8357000854,KMeans,4
8357000855,KMeans,4
8357000856,KMeans,4
8357000857,KMeans,4
8357000858,KMeans,4
8357000859,KMeans,4
8357000860,KMeans,4
8357000861,KMeans,4
8357000862,KMeans,4
8357000863,KMeans,4
8357000864,KMeans,4
8357000865,KMeans,4
8357000869,KMeans,4
8357000870,KMeans,4
8357000871,KMeans,4
8357000872,KMeans,4
8357000873,KMeans,4
8357000874,KMeans,4
8357000875,KMeans,4
8357000876,KMeans,4
8357000877,KMeans,4
8357000878,KMeans,4
8357000879,KMeans,4
8357000880,KMeans,4
8357000881,KMeans,4
8357000882,KMeans,4
8357000883,KMeans,4
8357000884,KMeans,4
8357000885,KMeans,4
8357000886,KMeans,4
8357000887,KMeans,4
8357000888,KMeans,4
8357000893,KMeans,4
8357000895,KMeans,4
8357000904,KMeans,4
8357000905,KMeans,4
8357000906,KMeans,4
8357000907,KMeans,4
8357000909,KMeans,4
8357000911,KMeans,4
8357000912,KMeans,4
8357000913,KMeans,4
8357000914,KMeans,4
8357000915,KMeans,4
8357000916,KMeans,4
8357000917,KMeans,4
8357000918,KMeans,4
8357000919,KMeans,4
8357000921,KMeans,4
8357000923,KMeans,4
8357000924,KMeans,4
8357000925,KMeans,4
8357000926,KMeans,4
8357000927,KMeans,4
8357000929,KMeans,4
8357000930,KMeans,4
8357000931,KMeans,4
8357000932,KMeans,4
8357000933,KMeans,4
8357000934,KMeans,4
8357000935,KMeans,4
8357000936,KMeans,4
8357000937,KMeans,4
8357000938,KMeans,4
8357000939,KMeans,4
8357000940,KMeans,4
8357000941,KMeans,4
8357000942,KMeans,4
8357000943,KMeans,4
8357000944,KMeans,4
8357000945,KMeans,4
8357000946,KMeans,4
8357000947,KMeans,4
8357000948,KMeans,4
8357000949,KMeans,4
8357000950,KMeans,4
8357000951,KMeans,4
8357000952,KMeans,4
8357000954,KMeans,4
8357000955,KMeans,4
8357000956,KMeans,4
8357000957,KMeans,4
8357000958,KMeans,4
8357000959,KMeans,4
8357000960,KMeans,4
8357000962,KMeans,4
8357000963,KMeans,4
8357000964,KMeans,4
8357000965,KMeans,4
8357000966,KMeans,4
8357000967,KMeans,4
8357000968,KMeans,4
8357000969,KMeans,4
8357000970,KMeans,4
8357000971,KMeans,4
8357000972,KMeans,4
8357000973,KMeans,4
8357000974,KMeans,4
8357000975,KMeans,4
8357000976,KMeans,4
8357000977,KMeans,4
8357000978,KMeans,4
8357000979,KMeans,4
8357000980,KMeans,4
8357000981,KMeans,4
8357000982,KMeans,4
8357000984,KMeans,4
8357000985,KMeans,4
8357000986,KMeans,4
8357000987,KMeans,4
8357000990,KMeans,4
8357000994,KMeans,4
8357000997,KMeans,4
8357000998,KMeans,4
8357000999,KMeans,4
8357001000,KMeans,4
8357001001,KMeans,4
8357001002,KMeans,4
8357001004,KMeans,4
8357001005,KMeans,4
8357001007,KMeans,4
8357001008,KMeans,4
8357001009,KMeans,4
8357001010,KMeans,4
8357001011,KMeans,4
8357001012,KMeans,4
8357001014,KMeans,4
8357001015,KMeans,4
8357001018,KMeans,4
8357001019,KMeans,4
8357001020,KMeans,4
8357001021,KMeans,4
8357001022,KMeans,4
8357001023,KMeans,4
8357001024,KMeans,4
8357001025,KMeans,4
8357001026,KMeans,4
8357001027,KMeans,4
8357001028,KMeans,4
8357001030,KMeans,4
8357001031,KMeans,4
8357001032,KMeans,4
8357001033,KMeans,4
8357001034,KMeans,4
8357002464,KMeans,4
8357002467,KMeans,4
8357002469,KMeans,4
8357002480,KMeans,4
8357002481,KMeans,4
8357002485,KMeans,4
8357002486,KMeans,4
8357002491,KMeans,4
8357002492,KMeans,4
8357002494,KMeans,4
8357002495,KMeans,4
8357002496,KMeans,4
8357002498,KMeans,4
8357002507,KMeans,4
8357002508,KMeans,4
8357002511,KMeans,4
8357002512,KMeans,4
8357002513,KMeans,4
8357002514,KMeans,4
8357002526,KMeans,4
8357002538,KMeans,4
8357002576,KMeans,4
8357002585,KMeans,4
8357002591,KMeans,4
8357002593,KMeans,4
8357002594,KMeans,4
8357002596,KMeans,4
8357002598,KMeans,4
8357002599,KMeans,4
8357002602,KMeans,4
8357002603,KMeans,4
8357002605,KMeans,4
8357002810,KMeans,4
8359000026,KMeans,4
8359000033,KMeans,4
8359000038,KMeans,4
8359000039,KMeans,4
8359000042,KMeans,4
8359000043,KMeans,4
8359000044,KMeans,4
8359000046,KMeans,4
8359000047,KMeans,4
8359000048,KMeans,4
8359000049,KMeans,4
8359000050,KMeans,4
8359000051,KMeans,4
8359000052,KMeans,4
8359000053,KMeans,4
8359000059,KMeans,4
8359000060,KMeans,4
8359000061,KMeans,4
8359000063,KMeans,4
8359000064,KMeans,4
8359000065,KMeans,4
8359000066,KMeans,4
8359000067,KMeans,4
8359000068,KMeans,4
8359000069,KMeans,4
8359000070,KMeans,4
8359000071,KMeans,4
8359000072,KMeans,4
8359000073,KMeans,4
8359000074,KMeans,4
8359000075,KMeans,4
8359000076,KMeans,4
8359000077,KMeans,4
8359000078,KMeans,4
8359000079,KMeans,4
8359000080,KMeans,4
8359000081,KMeans,4
8359000082,KMeans,4
8359000083,KMeans,4
8359000084,KMeans,4
8359000085,KMeans,4
8359000086,KMeans,4
8359000087,KMeans,4
8359000088,KMeans,4
8359000089,KMeans,4
8359000090,KMeans,4
8359000091,KMeans,4
8359000092,KMeans,4
8359000093,KMeans,4
8359000099,KMeans,4
8359000193,KMeans,4
8359000194,KMeans,4
8359000195,KMeans,4
8359000196,KMeans,4
8359000197,KMeans,4
8359000199,KMeans,4
8359000200,KMeans,4
8359000201,KMeans,4
8359000203,KMeans,4
8359000205,KMeans,4
8359000206,KMeans,4
8359000207,KMeans,4
8359000208,KMeans,4
8359000209,KMeans,4
8359000210,KMeans,4
8359000211,KMeans,4
8359000212,KMeans,4
8359000213,KMeans,4
8359000214,KMeans,4
8359000215,KMeans,4
8359000216,KMeans,4
8359000217,KMeans,4
8359000218,KMeans,4
8359000219,KMeans,4
8359000220,KMeans,4
8359000221,KMeans,4
8359000222,KMeans,4
8359000223,KMeans,4
8359000224,KMeans,4
8359000225,KMeans,4
8359000226,KMeans,4
8359000227,KMeans,4
8359000228,KMeans,4
8359000229,KMeans,4
8359000230,KMeans,4
8359000231,KMeans,4
8359000232,KMeans,4
8359000233,KMeans,4
8359000234,KMeans,4
8359000236,KMeans,4
8359000237,KMeans,4
8359000238,KMeans,4
8359000239,KMeans,4
8359000240,KMeans,4
8359000241,KMeans,4
8359000242,KMeans,4
8359000243,KMeans,4
8359000244,KMeans,4
8359000245,KMeans,4
8359000246,KMeans,4
8359000247,KMeans,4
8359000248,KMeans,4
8359000249,KMeans,4
8359000250,KMeans,4
8359000251,KMeans,4
8359000252,KMeans,4
8359000253,KMeans,4
8359000254,KMeans,4
8359000255,KMeans,4
8359000256,KMeans,4
8359000257,KMeans,4
8359000258,KMeans,4
8359000259,KMeans,4
8359000260,KMeans,4
8359000261,KMeans,4
8359000262,KMeans,4
8359000263,KMeans,4
8359000264,KMeans,4
8359000265,KMeans,4
8359000266,KMeans,4
8359000267,KMeans,4
8359000268,KMeans,4
8359000269,KMeans,4
8359000270,KMeans,4
8359000271,KMeans,4
8359000272,KMeans,4
8359000273,KMeans,4
8359000274,KMeans,4
8359000275,KMeans,4
8359000276,KMeans,4
8359000277,KMeans,4
8359000278,KMeans,4
8359000279,KMeans,4
8359000280,KMeans,4
8359000281,KMeans,4
8359000282,KMeans,4
8359000283,KMeans,4
8359000284,KMeans,4
8359000285,KMeans,4
8359000286,KMeans,4
8359000287,KMeans,4
8359000288,KMeans,4
8359000289,KMeans,4
8359000290,KMeans,4
8359000291,KMeans,4
8359000292,KMeans,4
8359000293,KMeans,4
8359000294,KMeans,4
8359000295,KMeans,4
8359000296,KMeans,4
8359000297,KMeans,4
8359000298,KMeans,4
8359000299,KMeans,4
8359000300,KMeans,4
8359000301,KMeans,4
8359000302,KMeans,4
8359000303,KMeans,4
8359000304,KMeans,4
8359000305,KMeans,4
8359000306,KMeans,4
8359000307,KMeans,4
8359000308,KMeans,4
8359000309,KMeans,4
8359000310,KMeans,4
8359000311,KMeans,4
8359000312,KMeans,4
8359000313,KMeans,4
8359000314,KMeans,4
8359000558,KMeans,4
8359000559,KMeans,4
8359000560,KMeans,4
8359000563,KMeans,4
8359000581,KMeans,4
8359000601,KMeans,4
8359000602,KMeans,4
8359000919,KMeans,4
8359000920,KMeans,4
8359000921,KMeans,4
8359000922,KMeans,4
8359000923,KMeans,4
8359000925,KMeans,4
8359000926,KMeans,4
8359000930,KMeans,4
8359000932,KMeans,4
8359000934,KMeans,4
8359000941,KMeans,4
8359000942,KMeans,4
8359000944,KMeans,4
8359000945,KMeans,4
8359000947,KMeans,4
8359000948,KMeans,4
8359000951,KMeans,4
8359000955,KMeans,4
8359000958,KMeans,4
8359000959,KMeans,4
8359000960,KMeans,4
8359000963,KMeans,4
8359000964,KMeans,4
8359000965,KMeans,4
8359000966,KMeans,4
8359000967,KMeans,4
8359000968,KMeans,4
8359000972,KMeans,4
8359000973,KMeans,4
8359000975,KMeans,4
8359000976,KMeans,4
8359000977,KMeans,4
8359000979,KMeans,4
8359000980,KMeans,4
8359000984,KMeans,4
8359000985,KMeans,4
8359000986,KMeans,4
8359000987,KMeans,4
8359000988,KMeans,4
8359000990,KMeans,4
8359000991,KMeans,4
8359000992,KMeans,4
8359000993,KMeans,4
8359000994,KMeans,4
8359000995,KMeans,4
8359000996,KMeans,4
8359000998,KMeans,4
8359000999,KMeans,4
8359001000,KMeans,4
8359001001,KMeans,4
8359001002,KMeans,4
8359001007,KMeans,4
8359001008,KMeans,4
8359001010,KMeans,4
8359001011,KMeans,4
8359001012,KMeans,4
8359001018,KMeans,4
8359001020,KMeans,4
8359001021,KMeans,4
8359001022,KMeans,4
8359001023,KMeans,4
8359001030,KMeans,4
8359001031,KMeans,4
8359001032,KMeans,4
8361000010,KMeans,4
8361000012,KMeans,4
8361000013,KMeans,4
8361000014,KMeans,4
8361000015,KMeans,4
8361000017,KMeans,4
8361000018,KMeans,4
8361000019,KMeans,4
8361000020,KMeans,4
8361000021,KMeans,4
8361000022,KMeans,4
8361000029,KMeans,4
8361000031,KMeans,4
8361000033,KMeans,4
8361000036,KMeans,4
8361000037,KMeans,4
8361000038,KMeans,4
8361000044,KMeans,4
8361000046,KMeans,4
8361000054,KMeans,4
8361000056,KMeans,4
8361000059,KMeans,4
8361000061,KMeans,4
8361000066,KMeans,4
8361000068,KMeans,4
8361000069,KMeans,4
8361000079,KMeans,4
8361000085,KMeans,4
8361000086,KMeans,4
8361000087,KMeans,4
8361000088,KMeans,4
8361000090,KMeans,4
8361000091,KMeans,4
8361000092,KMeans,4
8361000093,KMeans,4
8361000096,KMeans,4
8361000097,KMeans,4
8361000098,KMeans,4
8361000099,KMeans,4
8361000100,KMeans,4
8361000101,KMeans,4
8361000102,KMeans,4
8361000103,KMeans,4
8361000104,KMeans,4
8361000105,KMeans,4
8361000106,KMeans,4
8361000107,KMeans,4
8361000108,KMeans,4
8361000109,KMeans,4
8361000110,KMeans,4
8361000111,KMeans,4
8361000112,KMeans,4
8361000113,KMeans,4
8361000114,KMeans,4
8361000115,KMeans,4
8361000116,KMeans,4
8361000117,KMeans,4
8362000164,KMeans,4
8362000178,KMeans,4
8362000221,KMeans,4
8362000222,KMeans,4
8362000223,KMeans,4
8362000224,KMeans,4
8362000225,KMeans,4
8362000226,KMeans,4
8362000227,KMeans,4
8362000228,KMeans,4
8362000229,KMeans,4
8362000230,KMeans,4
8362000237,KMeans,4
8362000301,KMeans,4
8362000302,KMeans,4
8362000303,KMeans,4
8362000304,KMeans,4
8362000305,KMeans,4
8362000306,KMeans,4
8362000307,KMeans,4
8362000308,KMeans,4
8362000309,KMeans,4
8362000310,KMeans,4
8362000311,KMeans,4
8362000312,KMeans,4
8362000313,KMeans,4
8362000314,KMeans,4
8362000315,KMeans,4
8362000316,KMeans,4
8362000317,KMeans,4
8362000318,KMeans,4
8362000319,KMeans,4
8362000320,KMeans,4
8362000321,KMeans,4
8362000322,KMeans,4
8362000323,KMeans,4
8362000324,KMeans,4
8362000325,KMeans,4
8362000326,KMeans,4
8362000327,KMeans,4
8362000328,KMeans,4
8362000329,KMeans,4
8362000330,KMeans,4
8362000331,KMeans,4
8362000332,KMeans,4
8362000333,KMeans,4
8362000334,KMeans,4
8362000335,KMeans,4
8362000336,KMeans,4
8362000337,KMeans,4
8362000338,KMeans,4
8362000339,KMeans,4
8362000340,KMeans,4
8362000341,KMeans,4
8362000342,KMeans,4
8362000343,KMeans,4
8362000344,KMeans,4
8362000345,KMeans,4
8362000506,KMeans,4
8362000510,KMeans,4
8362000513,KMeans,4
8362000516,KMeans,4
8362000519,KMeans,4
8362000523,KMeans,4
8362000526,KMeans,4
8362000531,KMeans,4
8362000537,KMeans,4
8362000539,KMeans,4
8362000544,KMeans,4
8362000546,KMeans,4
8362000592,KMeans,4
8362000594,KMeans,4
8362000597,KMeans,4
8362000598,KMeans,4
8362000599,KMeans,4
8362000600,KMeans,4
8362000601,KMeans,4
8362000602,KMeans,4
8362000603,KMeans,4
8362000604,KMeans,4
8362000605,KMeans,4
8362000606,KMeans,4
8362000607,KMeans,4
8362000608,KMeans,4
8362000609,KMeans,4
8362000610,KMeans,4
8362000611,KMeans,4
8362000612,KMeans,4
8362000613,KMeans,4
8362000614,KMeans,4
8362000615,KMeans,4
8362000616,KMeans,4
8362000617,KMeans,4
8362000618,KMeans,4
8362000619,KMeans,4
8362000620,KMeans,4
8362000621,KMeans,4
8362000622,KMeans,4
8362000623,KMeans,4
8362000624,KMeans,4
8362000625,KMeans,4
8362000626,KMeans,4
8362000627,KMeans,4
8362000628,KMeans,4
8362000629,KMeans,4
8362000630,KMeans,4
8362000631,KMeans,4
8362000632,KMeans,4
8362000633,KMeans,4
8362000634,KMeans,4
8362000635,KMeans,4
8362000636,KMeans,4
8362000637,KMeans,4
8362000638,KMeans,4
8362000714,KMeans,4
8362000715,KMeans,4
8362000716,KMeans,4
8362000717,KMeans,4
8362000718,KMeans,4
8362000719,KMeans,4
8362000720,KMeans,4
8362000721,KMeans,4
8362000722,KMeans,4
8362000723,KMeans,4
8362000724,KMeans,4
8362000725,KMeans,4
8362000726,KMeans,4
8362000727,KMeans,4
8362000728,KMeans,4
8362000729,KMeans,4
8362000730,KMeans,4
8362000731,KMeans,4
8362000732,KMeans,4
8362000733,KMeans,4
8362000734,KMeans,4
8362000735,KMeans,4
8362000736,KMeans,4
8362000737,KMeans,4
8362000738,KMeans,4
8362000739,KMeans,4
8362000740,KMeans,4
8362000741,KMeans,4
8362000742,KMeans,4
8362000743,KMeans,4
8362000744,KMeans,4
8362000745,KMeans,4
8362000746,KMeans,4
8362000747,KMeans,4
8362000748,KMeans,4
8362000749,KMeans,4
8362000750,KMeans,4
8362000751,KMeans,4
8362000752,KMeans,4
8362000753,KMeans,4
8362000754,KMeans,4
8362000755,KMeans,4
8362000756,KMeans,4
8362000757,KMeans,4
8362000758,KMeans,4
8362000759,KMeans,4
8362000760,KMeans,4
8362000761,KMeans,4
8362000762,KMeans,4
8362000763,KMeans,4
8362000764,KMeans,4
8362000765,KMeans,4
8362000766,KMeans,4
8362000767,KMeans,4
8362000768,KMeans,4
8362000769,KMeans,4
8362000770,KMeans,4
8362000771,KMeans,4
8362000772,KMeans,4
8362000773,KMeans,4
8362000850,KMeans,4
8362000851,KMeans,4
8362000852,KMeans,4
8362000853,KMeans,4
8362000854,KMeans,4
8362000855,KMeans,4
8362000856,KMeans,4
8362000857,KMeans,4
8362000858,KMeans,4
8362000859,KMeans,4
8362000860,KMeans,4
8362000863,KMeans,4
8362000864,KMeans,4
8362000865,KMeans,4
8362000866,KMeans,4
8362000867,KMeans,4
8362000868,KMeans,4
8362000869,KMeans,4
8362000870,KMeans,4
8362000871,KMeans,4
8362000872,KMeans,4
8362000873,KMeans,4
8362000874,KMeans,4
8362000875,KMeans,4
8362000876,KMeans,4
8362000877,KMeans,4
8362000878,KMeans,4
8362000879,KMeans,4
8362000880,KMeans,4
8362000881,KMeans,4
8362000882,KMeans,4
8362000883,KMeans,4
8362000884,KMeans,4
8362000885,KMeans,4
8362000886,KMeans,4
8362000887,KMeans,4
8362000888,KMeans,4
8362000889,KMeans,4
8362000890,KMeans,4
8362000891,KMeans,4
8362000892,KMeans,4
8362000893,KMeans,4
8362000894,KMeans,4
8362000895,KMeans,4
8362000896,KMeans,4
8362000897,KMeans,4
8362000898,KMeans,4
8362000899,KMeans,4
8362000900,KMeans,4
8362000901,KMeans,4
8362000902,KMeans,4
8362000903,KMeans,4
8362000904,KMeans,4
8362000905,KMeans,4
8362000906,KMeans,4
8362000907,KMeans,4
8362000908,KMeans,4
8362000909,KMeans,4
8362000910,KMeans,4
8362000911,KMeans,4
8362000912,KMeans,4
8362000913,KMeans,4
8362000914,KMeans,4
8362000915,KMeans,4
8366000090,KMeans,4
8366000092,KMeans,4
8366000096,KMeans,4
8366000097,KMeans,4
8366000098,KMeans,4
8366000099,KMeans,4
8366000100,KMeans,4
8366000101,KMeans,4
8366000102,KMeans,4
8366000103,KMeans,4
8366000104,KMeans,4
8366000105,KMeans,4
8366000106,KMeans,4
8366000107,KMeans,4
8366000108,KMeans,4
8366000109,KMeans,4
8366000110,KMeans,4
8366000111,KMeans,4
8366000112,KMeans,4
8366000113,KMeans,4
8366000114,KMeans,4
8366000115,KMeans,4
8366000116,KMeans,4
8366000117,KMeans,4
8366000118,KMeans,4
8366000119,KMeans,4
8366000120,KMeans,4
8366000121,KMeans,4
8366000122,KMeans,4
8366000123,KMeans,4
8366000124,KMeans,4
8366000125,KMeans,4
8366000126,KMeans,4
8366000127,KMeans,4
8366000128,KMeans,4
8366000129,KMeans,4
8366000130,KMeans,4
8366000131,KMeans,4
8366000132,KMeans,4
8366000133,KMeans,4
8366000134,KMeans,4
8366000135,KMeans,4
8366000136,KMeans,4
8366000137,KMeans,4
8366000138,KMeans,4
8366000139,KMeans,4
8366000140,KMeans,4
8366000141,KMeans,4
