USID,cluster_algo,cluster_number
8366000142,KMeans,4
8366000143,KMeans,4
8366000144,KMeans,4
8366000145,KMeans,4
8366000146,KMeans,4
8366000147,KMeans,4
8366000148,KMeans,4
8366000149,KMeans,4
8366000150,KMeans,4
8366000151,KMeans,4
8366000152,KMeans,4
8366000153,KMeans,4
8366000154,KMeans,4
8366000155,KMeans,4
8366000156,KMeans,4
8366000157,KMeans,4
8366000158,KMeans,4
8366000159,KMeans,4
8366000160,KMeans,4
8366000161,KMeans,4
8366000162,KMeans,4
8366000163,KMeans,4
8366000164,KMeans,4
8366000165,KMeans,4
8366000166,KMeans,4
8366000167,KMeans,4
8366000168,KMeans,4
8366000169,KMeans,4
8366000170,KMeans,4
8366000171,KMeans,4
8366000172,KMeans,4
8366000173,KMeans,4
8366000174,KMeans,4
8366000175,KMeans,4
8366000176,KMeans,4
8366000177,KMeans,4
8366000178,KMeans,4
8366000179,KMeans,4
8366000180,KMeans,4
8366000181,KMeans,4
8366000182,KMeans,4
8366000183,KMeans,4
8366000184,KMeans,4
8366000185,KMeans,4
8366000186,KMeans,4
8366000187,KMeans,4
8366000188,KMeans,4
8366000189,KMeans,4
8366000190,KMeans,4
8366000191,KMeans,4
8366000192,KMeans,4
8366000193,KMeans,4
8366000194,KMeans,4
8366000195,KMeans,4
8366000196,KMeans,4
8366000197,KMeans,4
8366000198,KMeans,4
8366000199,KMeans,4
8366000200,KMeans,4
8366000201,KMeans,4
8366000202,KMeans,4
8366000203,KMeans,4
8366000204,KMeans,4
8366000205,KMeans,4
8366000206,KMeans,4
8366000207,KMeans,4
8366000208,KMeans,4
8366000209,KMeans,4
8366000210,KMeans,4
8366000211,KMeans,4
8366000212,KMeans,4
8366000213,KMeans,4
8366000214,KMeans,4
8366000215,KMeans,4
8366000216,KMeans,4
8366000425,KMeans,4
8366000428,KMeans,4
8366000429,KMeans,4
8366000437,KMeans,4
8366000438,KMeans,4
8366000439,KMeans,4
8366000440,KMeans,4
8366000441,KMeans,4
8366000442,KMeans,4
8366000443,KMeans,4
8366000444,KMeans,4
8366000445,KMeans,4
8366000446,KMeans,4
8366000447,KMeans,4
8366000448,KMeans,4
8366000449,KMeans,4
8366000450,KMeans,4
8366000451,KMeans,4
8366000452,KMeans,4
8366000453,KMeans,4
8366000454,KMeans,4
8366000455,KMeans,4
8366000456,KMeans,4
8366000457,KMeans,4
8366000458,KMeans,4
8366000459,KMeans,4
8366000460,KMeans,4
8366000461,KMeans,4
8366000462,KMeans,4
8366000463,KMeans,4
8366000464,KMeans,4
8366000465,KMeans,4
8366000466,KMeans,4
8366000467,KMeans,4
8366000468,KMeans,4
8366000469,KMeans,4
8367000015,KMeans,4
8367000017,KMeans,4
8367000018,KMeans,4
8367000019,KMeans,4
8367000020,KMeans,4
8367000021,KMeans,4
8367000022,KMeans,4
8367000023,KMeans,4
8367000024,KMeans,4
8367000025,KMeans,4
8367000026,KMeans,4
8367000027,KMeans,4
8367000030,KMeans,4
8367000046,KMeans,4
8367000047,KMeans,4
8367000048,KMeans,4
8367000049,KMeans,4
8367000050,KMeans,4
8367000070,KMeans,4
8367000071,KMeans,4
8367000073,KMeans,4
8367000074,KMeans,4
8367000075,KMeans,4
8367000076,KMeans,4
8367000077,KMeans,4
8367000078,KMeans,4
8367000079,KMeans,4
8367000097,KMeans,4
8367000098,KMeans,4
8367000100,KMeans,4
8367000102,KMeans,4
8367000103,KMeans,4
8367000104,KMeans,4
8367000105,KMeans,4
8367000106,KMeans,4
8367000107,KMeans,4
8367000108,KMeans,4
8367000109,KMeans,4
8367000179,KMeans,4
8367000219,KMeans,4
8367000280,KMeans,4
8367000281,KMeans,4
8367000284,KMeans,4
8367000285,KMeans,4
8367000286,KMeans,4
8367000287,KMeans,4
8367000288,KMeans,4
8367000289,KMeans,4
8367000290,KMeans,4
8367000291,KMeans,4
8367000292,KMeans,4
8367000294,KMeans,4
8367000296,KMeans,4
8367000297,KMeans,4
8367000298,KMeans,4
8367000299,KMeans,4
8367000300,KMeans,4
8367000303,KMeans,4
8367000304,KMeans,4
8367000305,KMeans,4
8367000306,KMeans,4
8367000307,KMeans,4
8367000308,KMeans,4
8367000309,KMeans,4
8367000310,KMeans,4
8367000311,KMeans,4
8367000312,KMeans,4
8367000313,KMeans,4
8367000315,KMeans,4
8367000316,KMeans,4
8367000317,KMeans,4
8367000318,KMeans,4
8367000319,KMeans,4
8367000320,KMeans,4
8367000321,KMeans,4
8367000322,KMeans,4
8367000323,KMeans,4
8367000324,KMeans,4
8367000325,KMeans,4
8367000326,KMeans,4
8367000327,KMeans,4
8367000328,KMeans,4
8367000329,KMeans,4
8367000332,KMeans,4
8367000333,KMeans,4
8367000334,KMeans,4
8367000335,KMeans,4
8367000336,KMeans,4
8367000337,KMeans,4
8367000338,KMeans,4
8367000339,KMeans,4
8367000340,KMeans,4
8367000341,KMeans,4
8367000342,KMeans,4
8367000344,KMeans,4
8367000345,KMeans,4
8367000350,KMeans,4
8367000351,KMeans,4
8367000352,KMeans,4
8367000353,KMeans,4
8367000354,KMeans,4
8367000355,KMeans,4
8367000357,KMeans,4
8367000358,KMeans,4
8367000359,KMeans,4
8367000360,KMeans,4
8367000361,KMeans,4
8367000362,KMeans,4
8367000364,KMeans,4
8367000366,KMeans,4
8367000367,KMeans,4
8367000369,KMeans,4
8367000374,KMeans,4
8367000376,KMeans,4
8367000377,KMeans,4
8367000379,KMeans,4
8367000381,KMeans,4
8367000385,KMeans,4
8367000389,KMeans,4
8367000390,KMeans,4
8367000391,KMeans,4
8367000392,KMeans,4
8367000393,KMeans,4
8367000394,KMeans,4
8367000395,KMeans,4
8367000397,KMeans,4
8367000399,KMeans,4
8367000405,KMeans,4
8367000407,KMeans,4
8367000439,KMeans,4
8367000443,KMeans,4
8367000445,KMeans,4
8367000463,KMeans,4
8367000485,KMeans,4
8367000486,KMeans,4
8367000488,KMeans,4
8367000489,KMeans,4
8367000495,KMeans,4
8367000498,KMeans,4
8367000503,KMeans,4
8367000504,KMeans,4
8367000505,KMeans,4
8367000510,KMeans,4
8367000513,KMeans,4
8367000527,KMeans,4
8367000529,KMeans,4
8367000531,KMeans,4
8367000533,KMeans,4
8367000535,KMeans,4
8367000541,KMeans,4
8367000544,KMeans,4
8367000546,KMeans,4
8367000550,KMeans,4
8367000560,KMeans,4
8367000568,KMeans,4
8367000569,KMeans,4
8367000571,KMeans,4
8367000576,KMeans,4
8367000577,KMeans,4
8367000579,KMeans,4
8367000580,KMeans,4
8367000582,KMeans,4
8367000583,KMeans,4
8367000585,KMeans,4
8367000588,KMeans,4
8367000591,KMeans,4
8367000597,KMeans,4
8367000598,KMeans,4
8367000601,KMeans,4
8368000011,KMeans,4
8368000012,KMeans,4
8368000013,KMeans,4
8368000014,KMeans,4
8368000015,KMeans,4
8368000016,KMeans,4
8368000017,KMeans,4
8368000018,KMeans,4
8368000019,KMeans,4
8368000020,KMeans,4
8368000021,KMeans,4
8368000022,KMeans,4
8368000023,KMeans,4
8368000024,KMeans,4
8368000025,KMeans,4
8368000027,KMeans,4
8368000028,KMeans,4
8368000029,KMeans,4
8368000030,KMeans,4
8368000031,KMeans,4
8368000032,KMeans,4
8368000033,KMeans,4
8368000034,KMeans,4
8368000035,KMeans,4
8368000036,KMeans,4
8368000037,KMeans,4
8368000038,KMeans,4
8368000039,KMeans,4
8368000040,KMeans,4
8368000041,KMeans,4
8368000042,KMeans,4
8368000043,KMeans,4
8368000044,KMeans,4
8368000045,KMeans,4
8368000046,KMeans,4
8368000047,KMeans,4
8368000048,KMeans,4
8368000049,KMeans,4
8368000051,KMeans,4
8368000052,KMeans,4
8368000053,KMeans,4
8368000054,KMeans,4
8368000055,KMeans,4
8368000056,KMeans,4
8368000057,KMeans,4
8368000058,KMeans,4
8368000059,KMeans,4
8368000060,KMeans,4
8368000061,KMeans,4
8368000062,KMeans,4
8368000063,KMeans,4
8368000064,KMeans,4
8368000065,KMeans,4
8368000066,KMeans,4
8368000067,KMeans,4
8368000068,KMeans,4
8368000069,KMeans,4
8368000070,KMeans,4
8368000071,KMeans,4
8368000072,KMeans,4
8368000073,KMeans,4
8368000074,KMeans,4
8368000075,KMeans,4
8368000076,KMeans,4
8368000077,KMeans,4
8368000078,KMeans,4
8368000079,KMeans,4
8368000080,KMeans,4
8368000081,KMeans,4
8368000082,KMeans,4
8368000083,KMeans,4
8368000084,KMeans,4
8368000085,KMeans,4
8368000086,KMeans,4
8368000087,KMeans,4
8368000088,KMeans,4
8368000089,KMeans,4
8368000344,KMeans,4
8368000345,KMeans,4
8368000346,KMeans,4
8368000347,KMeans,4
8368000348,KMeans,4
8368000349,KMeans,4
8368000350,KMeans,4
8368000351,KMeans,4
8368000352,KMeans,4
8368000353,KMeans,4
8368000354,KMeans,4
8368000355,KMeans,4
8368000356,KMeans,4
8368000357,KMeans,4
8368000358,KMeans,4
8368000359,KMeans,4
8368000360,KMeans,4
8368000361,KMeans,4
8368000362,KMeans,4
8368000363,KMeans,4
8368000364,KMeans,4
8368000365,KMeans,4
8368000366,KMeans,4
8368000367,KMeans,4
8368000368,KMeans,4
8368000369,KMeans,4
8368000370,KMeans,4
8368000371,KMeans,4
8368000372,KMeans,4
8368000373,KMeans,4
8368000411,KMeans,4
8368000412,KMeans,4
8368000413,KMeans,4
8368000414,KMeans,4
8368000415,KMeans,4
8368000416,KMeans,4
8368000417,KMeans,4
8368000418,KMeans,4
8368000419,KMeans,4
8368000420,KMeans,4
8368000421,KMeans,4
8368000422,KMeans,4
8368000423,KMeans,4
8368000424,KMeans,4
8368000425,KMeans,4
8368000426,KMeans,4
8368000427,KMeans,4
8368000428,KMeans,4
8368000429,KMeans,4
8368000430,KMeans,4
8368000431,KMeans,4
8368000432,KMeans,4
8368000433,KMeans,4
8368000434,KMeans,4
8368000435,KMeans,4
8368000436,KMeans,4
8368000437,KMeans,4
8368000438,KMeans,4
8368000484,KMeans,4
8368000487,KMeans,4
8368000488,KMeans,4
8368000489,KMeans,4
8368000490,KMeans,4
8368000491,KMeans,4
8368000492,KMeans,4
8368000493,KMeans,4
8368000494,KMeans,4
8368000495,KMeans,4
8368000496,KMeans,4
8368000497,KMeans,4
8368000498,KMeans,4
8368000499,KMeans,4
8368000500,KMeans,4
8368000501,KMeans,4
8368000502,KMeans,4
8368000503,KMeans,4
8368000504,KMeans,4
8368000505,KMeans,4
8369000003,KMeans,4
8369000004,KMeans,4
8369000005,KMeans,4
8369000006,KMeans,4
8369000007,KMeans,4
8369000008,KMeans,4
8369000010,KMeans,4
8369000011,KMeans,4
8369000012,KMeans,4
8369000013,KMeans,4
8369000014,KMeans,4
8369000015,KMeans,4
8369000016,KMeans,4
8369000017,KMeans,4
8369000018,KMeans,4
8369000019,KMeans,4
8369000020,KMeans,4
8369000021,KMeans,4
8369000022,KMeans,4
8369000023,KMeans,4
8369000024,KMeans,4
8369000025,KMeans,4
8369000026,KMeans,4
8369000027,KMeans,4
8369000028,KMeans,4
8369000029,KMeans,4
8369000030,KMeans,4
8369000031,KMeans,4
8369000032,KMeans,4
8369000033,KMeans,4
8369000034,KMeans,4
8369000035,KMeans,4
8369000036,KMeans,4
8369000037,KMeans,4
8369000038,KMeans,4
8369000039,KMeans,4
8369000040,KMeans,4
8369000041,KMeans,4
8369000042,KMeans,4
8369000315,KMeans,4
8369000316,KMeans,4
8369000317,KMeans,4
8369000318,KMeans,4
8369000319,KMeans,4
8369000321,KMeans,4
8369000322,KMeans,4
8369000323,KMeans,4
8369000324,KMeans,4
8369000325,KMeans,4
8369000326,KMeans,4
8369000327,KMeans,4
8369000328,KMeans,4
8369000329,KMeans,4
8369000330,KMeans,4
8369000331,KMeans,4
8369000332,KMeans,4
8369000333,KMeans,4
8369000334,KMeans,4
8369000335,KMeans,4
8369000336,KMeans,4
8369000337,KMeans,4
8369000338,KMeans,4
8369000339,KMeans,4
8369000340,KMeans,4
8369000341,KMeans,4
8369000342,KMeans,4
8369000343,KMeans,4
8369000344,KMeans,4
8369000345,KMeans,4
8369000346,KMeans,4
8369000347,KMeans,4
8369000348,KMeans,4
8369000349,KMeans,4
8369000350,KMeans,4
8369000351,KMeans,4
8369000352,KMeans,4
8369000353,KMeans,4
8369000354,KMeans,4
8369000355,KMeans,4
8369000356,KMeans,4
8369000357,KMeans,4
8369000358,KMeans,4
8369000359,KMeans,4
8369000360,KMeans,4
8369000361,KMeans,4
8369000362,KMeans,4
8369000363,KMeans,4
8369000364,KMeans,4
8369000365,KMeans,4
8369000366,KMeans,4
8369000367,KMeans,4
8369000368,KMeans,4
8369000369,KMeans,4
8369000370,KMeans,4
8369000371,KMeans,4
8369000372,KMeans,4
8369000373,KMeans,4
8369000374,KMeans,4
8369000375,KMeans,4
8369000376,KMeans,4
8369000377,KMeans,4
8369000378,KMeans,4
8369000379,KMeans,4
8369000380,KMeans,4
8369000381,KMeans,4
8369000382,KMeans,4
8369000383,KMeans,4
8369000384,KMeans,4
8369000385,KMeans,4
8369000386,KMeans,4
8369000387,KMeans,4
8369000388,KMeans,4
8369000389,KMeans,4
8369000390,KMeans,4
8369000391,KMeans,4
8369000392,KMeans,4
8369000393,KMeans,4
8369000394,KMeans,4
8369000395,KMeans,4
8369000396,KMeans,4
8369000397,KMeans,4
8369000398,KMeans,4
8369000399,KMeans,4
8369000400,KMeans,4
8369000401,KMeans,4
8369000402,KMeans,4
8369000403,KMeans,4
8369000404,KMeans,4
8369000405,KMeans,4
8369000406,KMeans,4
8369000407,KMeans,4
8369000408,KMeans,4
8369000409,KMeans,4
8369000410,KMeans,4
8369000411,KMeans,4
8369000412,KMeans,4
8369000413,KMeans,4
8369000414,KMeans,4
8369000415,KMeans,4
8369000416,KMeans,4
8369000417,KMeans,4
8369000418,KMeans,4
8369000419,KMeans,4
8369000420,KMeans,4
8369000421,KMeans,4
8369000422,KMeans,4
8369000423,KMeans,4
8369000424,KMeans,4
8369000425,KMeans,4
8369000426,KMeans,4
8369000427,KMeans,4
8369000428,KMeans,4
8369000429,KMeans,4
8369000430,KMeans,4
8369000431,KMeans,4
8369000432,KMeans,4
8369000433,KMeans,4
8369000434,KMeans,4
8369000435,KMeans,4
8369000436,KMeans,4
8369000437,KMeans,4
8369000438,KMeans,4
8369000439,KMeans,4
8369000440,KMeans,4
8369000441,KMeans,4
8369000442,KMeans,4
8369000443,KMeans,4
8369000444,KMeans,4
8369000445,KMeans,4
8369000446,KMeans,4
8369000447,KMeans,4
8369000448,KMeans,4
8369000449,KMeans,4
8369000450,KMeans,4
8369000451,KMeans,4
8369000452,KMeans,4
8369000453,KMeans,4
8369000454,KMeans,4
8369000455,KMeans,4
8369000456,KMeans,4
8369000457,KMeans,4
8369000458,KMeans,4
8369000459,KMeans,4
8369000460,KMeans,4
8369000461,KMeans,4
8369000462,KMeans,4
8369000463,KMeans,4
8369000464,KMeans,4
8369000465,KMeans,4
8369000467,KMeans,4
8370000017,KMeans,4
8370000019,KMeans,4
8370000021,KMeans,4
8370000118,KMeans,4
8370000119,KMeans,4
8370000120,KMeans,4
8370000131,KMeans,4
8370000220,KMeans,4
8370000221,KMeans,4
8370000222,KMeans,4
8370000225,KMeans,4
8370000226,KMeans,4
8370000236,KMeans,4
8370000237,KMeans,4
8370000238,KMeans,4
8370000239,KMeans,4
8370000240,KMeans,4
8370000241,KMeans,4
8370000244,KMeans,4
8370000245,KMeans,4
8370000246,KMeans,4
8370000247,KMeans,4
8370000248,KMeans,4
8370000249,KMeans,4
8370000250,KMeans,4
8370000251,KMeans,4
8370000252,KMeans,4
8370000253,KMeans,4
8370000254,KMeans,4
8370000255,KMeans,4
8370000256,KMeans,4
8370000257,KMeans,4
8370000258,KMeans,4
8370000259,KMeans,4
8370000260,KMeans,4
8370000261,KMeans,4
8370000262,KMeans,4
8370000263,KMeans,4
8370000264,KMeans,4
8370000265,KMeans,4
8370000266,KMeans,4
8370000267,KMeans,4
8370000268,KMeans,4
8370000269,KMeans,4
8370000270,KMeans,4
8370000271,KMeans,4
8370000272,KMeans,4
8370000273,KMeans,4
8370000274,KMeans,4
8370000275,KMeans,4
8370000276,KMeans,4
8370000277,KMeans,4
8370000278,KMeans,4
8370000279,KMeans,4
8370000280,KMeans,4
8370000281,KMeans,4
8370000282,KMeans,4
8370000283,KMeans,4
8370000284,KMeans,4
8370000285,KMeans,4
8370000286,KMeans,4
8370000287,KMeans,4
8370000288,KMeans,4
8370000289,KMeans,4
8370000290,KMeans,4
8370000291,KMeans,4
8370000292,KMeans,4
8370000293,KMeans,4
8370000294,KMeans,4
8370000295,KMeans,4
8370000296,KMeans,4
8370000297,KMeans,4
8370000298,KMeans,4
8370000299,KMeans,4
8370000300,KMeans,4
8370000301,KMeans,4
8370000302,KMeans,4
8370000303,KMeans,4
8370000304,KMeans,4
8370000305,KMeans,4
8370000306,KMeans,4
8370000307,KMeans,4
8370000308,KMeans,4
8370000309,KMeans,4
8370000310,KMeans,4
8370000311,KMeans,4
8370000312,KMeans,4
8370000313,KMeans,4
8370000314,KMeans,4
8370000315,KMeans,4
8370000316,KMeans,4
8370000317,KMeans,4
8370000318,KMeans,4
8370000319,KMeans,4
8370000320,KMeans,4
8370000321,KMeans,4
8370000322,KMeans,4
8370000323,KMeans,4
8370000324,KMeans,4
8370000325,KMeans,4
8370000326,KMeans,4
8370000327,KMeans,4
8370000328,KMeans,4
8370000329,KMeans,4
8370000330,KMeans,4
8370000331,KMeans,4
8370000332,KMeans,4
8370000333,KMeans,4
8370000334,KMeans,4
8370000335,KMeans,4
8370000336,KMeans,4
8370000337,KMeans,4
8370000338,KMeans,4
8370000339,KMeans,4
8370000340,KMeans,4
8370000341,KMeans,4
8370000342,KMeans,4
8370000343,KMeans,4
8370000344,KMeans,4
8370000345,KMeans,4
8370000346,KMeans,4
8370000347,KMeans,4
8370000348,KMeans,4
8370000349,KMeans,4
8370000350,KMeans,4
8370000351,KMeans,4
8370000352,KMeans,4
8370000353,KMeans,4
8370000354,KMeans,4
8370000355,KMeans,4
8370000356,KMeans,4
8370000357,KMeans,4
8370000358,KMeans,4
8370000359,KMeans,4
8370000360,KMeans,4
8370000361,KMeans,4
8370000362,KMeans,4
8370000363,KMeans,4
8370000364,KMeans,4
8370000365,KMeans,4
8370000366,KMeans,4
8370000367,KMeans,4
8370000368,KMeans,4
8370000369,KMeans,4
8370000370,KMeans,4
8370000371,KMeans,4
8370000372,KMeans,4
8370000373,KMeans,4
8370000374,KMeans,4
8370000375,KMeans,4
8370000376,KMeans,4
8370000377,KMeans,4
8370000378,KMeans,4
8370000379,KMeans,4
8370000380,KMeans,4
8370000381,KMeans,4
8370000382,KMeans,4
8370000383,KMeans,4
8370000384,KMeans,4
8370000385,KMeans,4
8370000386,KMeans,4
8370000387,KMeans,4
8370000388,KMeans,4
8370000389,KMeans,4
8370000390,KMeans,4
8370000391,KMeans,4
8370000392,KMeans,4
8370000393,KMeans,4
8370000394,KMeans,4
8370000395,KMeans,4
8370000396,KMeans,4
8370000397,KMeans,4
8370000398,KMeans,4
8370000399,KMeans,4
8370000400,KMeans,4
8370000401,KMeans,4
8370000402,KMeans,4
8370000403,KMeans,4
8370000404,KMeans,4
8370000405,KMeans,4
8370000406,KMeans,4
8370000407,KMeans,4
8370000408,KMeans,4
8370000409,KMeans,4
8370000410,KMeans,4
8370000411,KMeans,4
8370000412,KMeans,4
8370000413,KMeans,4
8370000441,KMeans,4
8370000442,KMeans,4
8370000443,KMeans,4
8370000444,KMeans,4
8370000445,KMeans,4
8370000446,KMeans,4
8370000447,KMeans,4
8370000448,KMeans,4
8370000449,KMeans,4
8370000450,KMeans,4
8370000451,KMeans,4
8370000452,KMeans,4
8370000453,KMeans,4
8370000454,KMeans,4
8370000455,KMeans,4
8370000456,KMeans,4
8370000457,KMeans,4
8370000458,KMeans,4
8370000459,KMeans,4
8370000460,KMeans,4
8370000461,KMeans,4
8370000462,KMeans,4
8370000463,KMeans,4
8370000464,KMeans,4
8370000465,KMeans,4
8370000466,KMeans,4
8370000467,KMeans,4
8370000468,KMeans,4
8370000469,KMeans,4
8370000470,KMeans,4
8370000471,KMeans,4
8370000473,KMeans,4
8370000474,KMeans,4
8370000475,KMeans,4
8370000476,KMeans,4
8370000477,KMeans,4
8370000478,KMeans,4
8370000479,KMeans,4
8370000480,KMeans,4
8370000482,KMeans,4
8370000483,KMeans,4
8370000484,KMeans,4
8370000485,KMeans,4
8370000486,KMeans,4
8370000487,KMeans,4
8370000488,KMeans,4
8370000489,KMeans,4
8370000490,KMeans,4
8370000491,KMeans,4
8370000492,KMeans,4
8370000493,KMeans,4
8370000494,KMeans,4
8370000495,KMeans,4
8370000499,KMeans,4
8370000502,KMeans,4
8370000503,KMeans,4
8370000507,KMeans,4
8370000508,KMeans,4
8370000509,KMeans,4
8370000512,KMeans,4
8370000529,KMeans,4
8370000547,KMeans,4
8370000549,KMeans,4
8370000550,KMeans,4
8370000551,KMeans,4
8370000552,KMeans,4
8370000553,KMeans,4
8370000554,KMeans,4
8370000555,KMeans,4
8370000556,KMeans,4
8370000557,KMeans,4
8370000558,KMeans,4
8370000559,KMeans,4
8370000560,KMeans,4
8370000561,KMeans,4
8370000562,KMeans,4
8370000563,KMeans,4
8370000564,KMeans,4
8370000565,KMeans,4
8370000566,KMeans,4
8370000567,KMeans,4
8370000568,KMeans,4
8370000569,KMeans,4
8370000570,KMeans,4
8370000571,KMeans,4
8370000572,KMeans,4
8370000574,KMeans,4
8370000575,KMeans,4
8370000582,KMeans,4
8370000966,KMeans,4
8370000975,KMeans,4
8370000979,KMeans,4
8370000990,KMeans,4
8370000993,KMeans,4
8370000995,KMeans,4
8370000998,KMeans,4
8370001000,KMeans,4
8370001004,KMeans,4
8370001007,KMeans,4
8370001009,KMeans,4
8370001013,KMeans,4
8370001014,KMeans,4
8370001015,KMeans,4
8370001016,KMeans,4
8370001018,KMeans,4
8370001020,KMeans,4
8370001021,KMeans,4
8370001022,KMeans,4
8370001023,KMeans,4
8370001024,KMeans,4
8370001028,KMeans,4
8370001035,KMeans,4
8370001052,KMeans,4
8370001141,KMeans,4
8370001148,KMeans,4
8370001149,KMeans,4
8370001152,KMeans,4
8370001157,KMeans,4
8370001158,KMeans,4
8371000061,KMeans,4
8371000235,KMeans,4
8371000236,KMeans,4
8371000237,KMeans,4
8371000238,KMeans,4
8371000239,KMeans,4
8371000240,KMeans,4
8371000241,KMeans,4
8371000242,KMeans,4
8371000243,KMeans,4
8371000244,KMeans,4
8371000245,KMeans,4
8371000246,KMeans,4
8371000247,KMeans,4
8371000248,KMeans,4
8371000249,KMeans,4
8371000250,KMeans,4
8371000251,KMeans,4
8371000252,KMeans,4
8371000253,KMeans,4
8371000254,KMeans,4
8371000255,KMeans,4
8371000256,KMeans,4
8371000257,KMeans,4
8371000258,KMeans,4
8371000259,KMeans,4
8371000260,KMeans,4
8371000261,KMeans,4
8371000262,KMeans,4
8371000263,KMeans,4
8371000264,KMeans,4
8371000265,KMeans,4
8371000266,KMeans,4
8371000267,KMeans,4
8371000268,KMeans,4
8371000269,KMeans,4
8371000270,KMeans,4
8371000271,KMeans,4
8371000272,KMeans,4
8371000273,KMeans,4
8371000274,KMeans,4
8371000275,KMeans,4
8371000276,KMeans,4
8371000277,KMeans,4
8371000278,KMeans,4
8371000279,KMeans,4
8371000280,KMeans,4
8371000281,KMeans,4
8371000326,KMeans,4
8371000327,KMeans,4
8371000329,KMeans,4
8371000330,KMeans,4
8371000331,KMeans,4
8371000332,KMeans,4
8371000333,KMeans,4
8371000335,KMeans,4
8371000336,KMeans,4
8371000337,KMeans,4
8371000338,KMeans,4
8371000340,KMeans,4
8371000357,KMeans,4
8371000359,KMeans,4
8371000360,KMeans,4
8371000362,KMeans,4
8371000363,KMeans,4
8371000366,KMeans,4
8371000367,KMeans,4
8371000368,KMeans,4
8371000373,KMeans,4
8371000395,KMeans,4
8371000396,KMeans,4
8371000415,KMeans,4
8371000416,KMeans,4
8371000437,KMeans,4
8371000451,KMeans,4
8371000477,KMeans,4
8371000482,KMeans,4
8371000490,KMeans,4
8371000520,KMeans,4
8371000523,KMeans,4
8371000524,KMeans,4
8371000526,KMeans,4
8371000530,KMeans,4
8371000540,KMeans,4
8371000541,KMeans,4
8371000600,KMeans,4
8371000617,KMeans,4
8371000619,KMeans,4
8371000634,KMeans,4
8371000659,KMeans,4
8371000670,KMeans,4
8371000707,KMeans,4
8371000731,KMeans,4
8371000740,KMeans,4
8371000804,KMeans,4
8371000805,KMeans,4
8371000806,KMeans,4
8371000991,KMeans,4
8371000992,KMeans,4
8371000993,KMeans,4
8371000994,KMeans,4
8371000995,KMeans,4
8371000996,KMeans,4
8371000997,KMeans,4
8371000998,KMeans,4
8371000999,KMeans,4
8371001000,KMeans,4
8375000021,KMeans,4
8375000071,KMeans,4
8375000081,KMeans,4
8375000181,KMeans,4
8375000187,KMeans,4
8376000061,KMeans,4
8376000071,KMeans,4
8380000218,KMeans,4
8380000219,KMeans,4
8380000220,KMeans,4
8380000221,KMeans,4
8380000222,KMeans,4
8380000223,KMeans,4
8380000224,KMeans,4
8380000225,KMeans,4
8380000227,KMeans,4
8380000228,KMeans,4
8380000229,KMeans,4
8380000230,KMeans,4
8380000231,KMeans,4
8380000232,KMeans,4
8380000233,KMeans,4
8380000234,KMeans,4
8380000235,KMeans,4
8380000236,KMeans,4
8380000237,KMeans,4
8380000238,KMeans,4
8380000239,KMeans,4
8380000240,KMeans,4
8380000241,KMeans,4
8380000242,KMeans,4
8380000243,KMeans,4
8380000244,KMeans,4
8380000245,KMeans,4
8380000246,KMeans,4
8380000247,KMeans,4
8380000248,KMeans,4
8380000249,KMeans,4
8380000250,KMeans,4
8380000251,KMeans,4
8380000252,KMeans,4
8380000254,KMeans,4
8380000255,KMeans,4
8380000256,KMeans,4
8380000257,KMeans,4
8380000258,KMeans,4
8380000259,KMeans,4
8380000260,KMeans,4
8380000261,KMeans,4
8380000262,KMeans,4
8380000263,KMeans,4
8380000264,KMeans,4
8380000265,KMeans,4
8380000266,KMeans,4
8380000267,KMeans,4
8380000268,KMeans,4
8380000269,KMeans,4
8380000270,KMeans,4
8380000271,KMeans,4
8380000272,KMeans,4
8380000273,KMeans,4
8380000274,KMeans,4
8380000275,KMeans,4
8380000276,KMeans,4
8380000277,KMeans,4
8380000278,KMeans,4
8380000279,KMeans,4
8380000280,KMeans,4
8380000281,KMeans,4
8380000282,KMeans,4
8380000283,KMeans,4
8380000284,KMeans,4
8380000285,KMeans,4
8380000286,KMeans,4
8380000287,KMeans,4
8380000288,KMeans,4
8380000289,KMeans,4
8380000290,KMeans,4
8380000291,KMeans,4
8380000292,KMeans,4
8380000293,KMeans,4
8380000294,KMeans,4
8380000295,KMeans,4
8380000296,KMeans,4
8380000297,KMeans,4
8380000298,KMeans,4
8380000299,KMeans,4
8380000300,KMeans,4
8380000301,KMeans,4
8380000302,KMeans,4
8380000303,KMeans,4
8380000304,KMeans,4
8380000305,KMeans,4
8380000306,KMeans,4
8380000307,KMeans,4
8380000308,KMeans,4
8380000309,KMeans,4
8380000311,KMeans,4
8380000312,KMeans,4
8380000313,KMeans,4
8380000314,KMeans,4
8380000315,KMeans,4
8380000316,KMeans,4
8380000317,KMeans,4
8380000318,KMeans,4
8380000319,KMeans,4
8380000320,KMeans,4
8380000321,KMeans,4
8380000322,KMeans,4
8380000323,KMeans,4
8380000324,KMeans,4
8380000325,KMeans,4
8380000326,KMeans,4
8380000327,KMeans,4
8380000328,KMeans,4
8380000329,KMeans,4
8380000330,KMeans,4
8380000331,KMeans,4
8380000333,KMeans,4
8380000334,KMeans,4
8380000335,KMeans,4
8380000336,KMeans,4
8380000337,KMeans,4
8380000338,KMeans,4
8380000339,KMeans,4
8380000340,KMeans,4
